Type,title,Price VND,Price USD,Area (m2),Width,Length,bedrooms,bathrooms,district,price,,
House,"BÁN GẤP NHÀ QUẬN TÂN PHÚ - NHÀ MỚI ĐẸP - RỘNG 46M2 - KHÔNG QUY HOẠCH - GIÁ 3,5 TỶ  CÒN TL",3500000000,"140,000",46,6,8,2,2,Quan Tan Phu,3043.48,,
House,"BÁN GẤP NHÀ QUẬN TÂN PHÚ - NHÀ MỚI ĐẸP - RỘNG 46M2 - KHÔNG QUY HOẠCH - GIÁ 3,5 TỶ  CÒN TL",3500000000,"140,000",46,6,8,2,2,Quan Tan Phu,3043.48,,
Apartment,"Căn hộ 3PN tại The Opus One, VinHomes, Quận 9, view đẹp, tầng cao",7600000000,"304,000",100,5,290,3,2,Quan 9,3040,,
Apartment,Phân Phối Chính Thức Dự Án The Opus One - F1 Chủ Đầu Tư Vinhomes.,7600000000,"304,000",100,5,290,3,2,Quan 9,3040,,
House,"Siêu phẩm Nhà (6x16) Mặt Tiền Nhánh 8m Tô Ký (Đường Trung Mỹ Tây 19),",7290000000,"291,600",96,6,16,4,4,Quan 12,3037.5,,
House,"Siêu phẩm Nhà (6x16) Mặt Tiền Nhánh 8m Tô Ký (Đường Trung Mỹ Tây 19),",7290000000,"291,600",96,6,16,4,4,Quan 12,3037.5,,
House,"Siêu phẩm Nhà (6x16) Mặt Tiền Nhánh 8m Tô Ký (Đường Trung Mỹ Tây 19),",7290000000,"291,600",96,6,16,4,4,Quan 12,3037.5,,
House,Chính chủ bán gấp giảm giá sâu - Chỉ còn 4.7 tỷ - ngay khu vực Lê Đức Thọ Gò Vấp,4700000000,"188,000",62,4.4,14,2,2,Quan Go Vap,3032.26,,
House,"Bán nhà Tân Bình Trường Chinh,73m2 (5*14.5), gần tuyến Metro khu vip, hoàn công đủ. 5.5T",5500000000,"220,000",73,5,14.5,3,3,Quan Tan Binh,3013.7,,
Land,"CHÍNH CHỦ GẤP BÁN DÃY TRỌ 5 PHÒNG, 5 X 16, MT ĐƯỜNG XE TẢI TRÁNH, PHƯỜNG BÌNH THUẬN , QUẬN 7, CHỈ",6000000000,"240,000",80,5,16,5,5,Quan 7,3000,,
House,Nhà nát 44m2 đường nhánh Tùng Thiện Vương P12Q8,3300000000,"132,000",44,3.5,12.5,1,1,Quan 8,3000,,
House,"BÁN NHÀ GÒ VẤP 3PN, HẺM 4M, FULL NỘI THẤT NGAY THỐNG NHẤT - NHỈNH 4 TY5",4500000000,"180,000",60,4,15,3,3,Quan Go Vap,3000,,
House,"Nhà 3 Tầng Hẻm Xe Hơi 80m², Quận 2 – Sát Đường Lê Văn Thịnh, Giá Nhỉnh 6 Tỷ",6000000000,"240,000",80,5,16,3,3,Quan 2,3000,,
House,"Nhà MT đường NGUYỄN ẢNH THỦ, xã Thới Tam Thôn, Huyện Hóc Môn, dt 120m2 (4mx30m) Giá 9Tỷ",9000000000,"360,000",120,4,30,4,2,Huyen Hoc Mon,3000,,
House,"Bán Nhà 3 Tầng Hẻm Xe Hơi 80m2_5x18m 3 Phòng ngủ Dương Đình Hội Phước Long B Thủ Đức Chỉ 5,99 tỷ",5990000000,"239,600",80,5,18,3,2,Quan 9,2995,,
House,"BÁN NHÀ MỚI Ở NGAY GẦN SÂN BAY 75M2 3PN, NGUYỄN VĂN CÔNG, P3, GÒ VẤP, NHỈNH 5 TỶ",5600000000,"224,000",75,5,15,3,2,Quan Go Vap,2986.67,,
House,"CHỦ XOẮN BÁN GIẢM 500TR, CHÀO MỚI 10 TỶ NHÀ ĐƯỜNG CHIẾN LƯỢC, BÌNH TÂN..",10000000000,"400,000",134,6,22.3,8,4,Quan Binh Tan,2985.07,,
House,"Bán nhà 3 tầng 8x20m giá 11,9 tỷ Đường 6m Nguyễn Ảnh Thủ",11900000000,"476,000",160,8,20,7,7,Quan 12,2975,,
House,Nhà đẹp HXT Nguyễn Ảnh Thủ ngang 8m 160m2 4 tầng đẹp 8PN gần chợ chỉ 11.9 tỷ.,11900000000,"476,000",160,8,20,8,9,Quan 12,2975,,
House,💥💥 ÂU CƠ TÂN PHÚ - CẤP 4 NGANG TO - 101 M2 - (5.35m x 20.5m) - XE TẢI VÀO NHÀ - CHỈ 8.1 T..Ỷ 💰,8100000000,"324,000",109.67,5.35,20.5,5,2,Quan Tan Phu,2954.32,,
House,NGAY CHỢ HIỆP THÀNH - NHÀ 3 TẦNG - MẶT TIỀN HIỆP THÀNH 12 - DÒNG TIỀN 6 TRIỆU THÁNG - NHỈNH 2 TỶ.,2350000000,"94,000",32,3.5,9,3,2,Quan 12,2937.5,,
House,NGAY CHỢ HIỆP THÀNH - NHÀ 3 TẦNG - MẶT TIỀN HIỆP THÀNH 12 - DÒNG TIỀN 6 TRIỆU THÁNG - NHỈNH 2 TỶ.,2350000000,"94,000",32,3.5,9,3,2,Quan 12,2937.5,,
House,"Bán nhà 2 tầng, 70m2, HXH Gò Xoài, Bình Hưng Hòa A, Bình Tân, 5.1 tỷ, sổ hồng",5100000000,"204,000",70,4.3,16,2,2,Quan Binh Tan,2914.29,,
House,"Chỉ Cần 4 tỷ 650 Có Ngay Nhà 2T, O TÔ, N4,5M - Đ. 10, Tăng Nhơn Phú B",4650000000,"186,000",64,4.5,14,2,1,Quan 9,2906.25,,
House,NHÀ BÁN QUỐC LỘ 1A Bình Hưng Hòa B Giá 2TỶ9,2900000000,"116,000",40,4,10,2,1,Quan Binh Tan,2900,,
House,"Sát Q1! 40m2! 2,89tỷ! Bán nhà 2 tầng mới đẹp XVNT, P21. Ngay Thị Nghè, Sở Thú, Hàng Xanh 0938159985",2890000000,"115,600",40,5,8,2,2,Quan Binh Thanh,2890,,
House,"Sát Q1! 40m2! 2,89tỷ! Bán nhà 2 tầng mới đẹp XVNT, P21. Ngay Thị Nghè, Sở Thú, Hàng Xanh 0938159985",2890000000,"115,600",40,5,8,2,2,Quan Binh Thanh,2890,,
House,"Sát Q1! 40m2! 2,89tỷ! Bán nhà 2 tầng mới đẹp XVNT, P21. Ngay Thị Nghè, Sở Thú, Hàng Xanh 0938159985",2890000000,"115,600",40,5,8,2,2,Quan Binh Thanh,2890,,
House,"Sát Q1! 40m2! 2,89tỷ! Bán nhà 2 tầng mới đẹp XVNT, P21. Ngay Thị Nghè, Sở Thú, Hàng Xanh 0938159985",2890000000,"115,600",40,5,8,2,2,Quan Binh Thanh,2890,,
House,"Sát Q1! 40m2! 2,89tỷ! Bán nhà 2 tầng mới đẹp XVNT, P21. Ngay Thị Nghè, Sở Thú, Hàng Xanh 0938159985",2890000000,"115,600",40,5,8,2,2,Quan Binh Thanh,2890,,
House,"Bán Nhà Gò Vấp Gần Phạm Văn Đồng Giáp Bình Thạnh 76M2 hơn 5,5 Tỷ",5490000000,"219,600",76,4,19,3,2,Quan Go Vap,2889.47,,
House,"BÁN NHÀ ĐƯỜNG SỐ 1, HIỆP BÌNH PHƯỚC, NGANG 5.5M, 45M2, C4, HẺM 6M, GIÁ CHỈ 3.25 TỶ",3250000000,"130,000",45,6,8,2,1,Thanh pho Thu Đuc,2888.89,,
House,Bán nhà kế Hòa Bình quận Tân Phú Dtcn 75m2- 4 x 19M chỉ 5.4 tỷ tl,5400000000,"216,000",75,4,19,2,2,Quan Tan Phu,2880,,
House,HXH 98 ĐƯỜNG LINH ĐÔNG - 100M2 - 2 TẤNG - 7.2 TỶ,7200000000,"288,000",100,8,18,3,3,Thanh pho Thu Đuc,2880,,
House,"BÁN GẤP nhà đẹp trệt 1 lầu Đông Hưng Thuận 26, 57m2 SHR chỉ 4.1 tỉ. Đặc biệt chủ xây 1 hồ cá sau",4100000000,"164,000",57,4,14.5,2,2,Quan 12,2877.19,,
House,"BÁN GẤP SIÊU PHẨM trệt 1 lầu Đông Hưng Thuận 26, 57m2 SHR chỉ 4.1 tỉ",4100000000,"164,000",57,4,14.5,2,2,Quan 12,2877.19,,
House,[Đ]ĐỪNG BỎ LỠ - VỊ TRÍ VÀNG TRUNG TÂM HIỆP PHÚ - 3 TẦNG ĐẸP RỘNG - 146M2 - NGANG 6M - NỞ HẬU - CHỈ,10500000000,"420,000",146,6,25,3,2,Thanh pho Thu Đuc,2876.71,,
Apartment,BÁN CĂN HỘ 2PN2WC VINHOMES GRAND PARK QUẬN 9 ĐẦY ĐỦ CÔNG NĂNG CHỈ NHỈNH 4 TỶ,4000000000,"160,000",56,7,8,2,2,Thanh pho Thu Đuc,2857.14,,
House,NHÀ KHU PHÂN LÔ- LÊ THỊ HÀ - KHÔNG LỘ GIỚI - XE HƠI VÔ TRONG NHÀ.,4000000000,"160,000",56,4,14,2,2,Huyen Hoc Mon,2857.14,,
House,HẺM 2552 HUỲNH TẤN PHÁT PHÚ XUÂN NHÀ BÈ - KHU QUY HOẠCH CHUẨN CHỈNH..ĐƯỜNG NHỰA 6M..HOÀN CÔNG,5700000000,"228,000",80,6.35,12.7,3,2,Huyen Nha Be,2850,,
House,"BÁN GẤP NHÀ 2 TẦNG 80M2 DD KDC VẠN PHÚC, HẺM XE HƠI,NHÀ HOÀN CÔNG ĐẦY ĐỦ",5700000000,"228,000",80,5,16,3,2,Thanh pho Thu Đuc,2850,,
House,"Nhà 2 tầng 1/ đường Trường Chinh, phường TTN, Q12, dt 84m2 (4mx21m) Hẻm ôtô thông. Giá 5,95Tỷ",5950000000,"238,000",84,4,21,3,2,Quan 12,2833.33,,
House,"NHÀ CHỢ PHƯỚC BÌNH 82M2, ĐƯỜNG 21, PHƯỚC LONG A THỦ ĐỨC, 5.8Tỷ.",5800000000,"232,000",82,6.5,13,3,3,Quan 9,2829.27,,
House,"NHÀ HẺM XE HƠI 1368 LÊ VĂN LƯƠNG PHƯỚC KIỂN NHÀ BÈ.
3 TẦNG - 90m2 - 6TY3",6300000000,"252,000",90,5.5,19,4,5,Huyen Nha Be,2800,,
House,"NHÀ HẺM XE HƠI 1368 LÊ VĂN LƯƠNG PHƯỚC KIỂN NHÀ BÈ.
3 TẦNG - 90m2 - 6TY3",6300000000,"252,000",90,5.5,19,4,5,Huyen Nha Be,2800,,
House,❗ ❗ ❗ BÁN NHÀ BÌNH TÂN - 1 TRỆT 1 LẦU- XE HƠI TỚI CỬA,3350000000,"134,000",48,4,12,3,2,Quan Binh Tan,2791.67,,
House,"Bán Nhà Hẻm Xe Hơi Tân Quý, 4x16.5m, 4.6 Tỷ, Giá 70 Triệu/m2",4600000000,"184,000",66,4,16.5,2,2,Quan Tan Phu,2787.88,,
House,"Bán nhà Tân Phú, 4x16.5m, 4.6 tỷ, Hẻm xe hơi, Chỉ 70 triệu/m², Khu Tân Quý",4600000000,"184,000",66,4,16.5,2,2,Quan Tan Phu,2787.88,,
House,Bán nhà Khu Tân Quý - Quận Tân Phú - Hẻm xe hơi 6m - (4 x 16.5)m,4600000000,"184,000",66,4,16.5,2,2,Quan Tan Phu,2787.88,,
House,NHÀ C4 66M - DOANH THU7TR - HẺM 5M THÔNG - CÁCH AEON 3P - NHỈNH 4 TỶ TL SÂU,4600000000,"184,000",66,4,16.5,2,2,Quan Tan Phu,2787.88,,
Land,"Giảm 2 tỷ Biệt thự 2 MT lô góc Ngã Tư Ga Q.12, 288m2, 15x20m chỉ 19.x tỷ",19990000000,"799,600",288,15,20,5,6,Quan 12,2776.39,,
House,BÁN NHÀ 3 TẦNG KÊ BÊN COOP MART HUỲNH TẤN PHÁT PHÚ MỸ QUẬN 7 5*15M. 5.2 TỶ,5200000000,"208,000",75,5,15,5,6,Quan 7,2773.33,,
House,BÁN NHÀ 3 TẦNG KÊ BÊN COOP MART HUỲNH TẤN PHÁT PHÚ MỸ QUẬN 7 5*15M. 5.2 TỶ,5200000000,"208,000",75,5,15,5,6,Quan 7,2773.33,,
House,BÁN NHÀ 3 TẦNG KÊ BÊN COOP MART HUỲNH TẤN PHÁT PHÚ MỸ QUẬN 7 5*15M. 5.2 TỶ,5200000000,"208,000",75,5,15,5,6,Quan 7,2773.33,,
House,BÁN NHÀ 3 TẦNG KÊ BÊN COOP MART HUỲNH TẤN PHÁT PHÚ MỸ QUẬN 7 5*15M. 5.2 TỶ,5200000000,"208,000",75,5,15,5,6,Quan 7,2773.33,,
House,BÁN NHÀ 3 TẦNG KÊ BÊN COOP MART HUỲNH TẤN PHÁT PHÚ MỸ QUẬN 7 5*15M. 5.2 TỶ,5200000000,"208,000",75,5,15,5,6,Quan 7,2773.33,,
House,Bán gấp nhà Nguyễn Văn Đậu - HXH 5m - DT 65.7m2 - 3PN,4500000000,"180,000",65,3.8,14.5,3,3,Quan Binh Thanh,2769.23,,
House,BÁN NHÀ VỊ TRÍ MẶT TIỀN KD_ 68M2_NGANG 4M_ KHÔNG QUY HOẠCH_SHR_4ty7,4700000000,"188,000",68,4,17,2,1,Quan Binh Tan,2764.71,,
House,HẺM 115 PHẠM HỮU LẦU QUẠN 7-  NHÀ ĐẸP GIÁ RẺ DT KHỦNG 41.7m2 SỔ HỒNG VUÔN VỨC,2900000000,"116,000",42,3.1,13,2,2,Quan 7,2761.9,,
House,"Bán gấp nhà C4, mặt tiền, Kênh Tân Hóa Tân Phú 5x30 nở hậu chỉ 10.8 tỷ",10800000000,"432,000",157,5,30,1,1,Quan Tan Phu,2751.59,,
House,"Nhà mặt tiền đường 6m, Lê Văn Lương, Phước Kiển, 5.2x16, sổ riêng, chỉ 5.5 tỉ",5500000000,"220,000",80,5.2,16,2,1,Huyen Nha Be,2750,,
House,"Hàng mới về XVNT sát Quận 1, DTSD 80m2 5 tầng, 5.5 tỏi",5500000000,"220,000",80,4.8,16,3,3,Quan Binh Thanh,2750,,
House,"Bán Nhà HXT 8M 4,5×21,5 Gần Trường Chinh Tân Bình Hơn 6,6 Tỷ",6590000000,"263,600",96,4,21,5,6,Quan Tan Binh,2745.83,,
House,"Bán Nhà HXT 8M 4,5×21,5 Gần Trường Chinh Tân Bình Hơn 6,6 Tỷ",6590000000,"263,600",96,4,21,5,6,Quan Tan Binh,2745.83,,
House,"Bán Nhà HXT 8M 4,5×21,5 Gần Trường Chinh Tân Bình Hơn 6,6 Tỷ",6590000000,"263,600",96,4,21,5,6,Quan Tan Binh,2745.83,,
House,"Bán Nhà HXT 8M 4,5×21,5 Gần Trường Chinh Tân Bình Hơn 6,6 Tỷ",6590000000,"263,600",96,4,21,5,6,Quan Tan Binh,2745.83,,
House,"Bán Nhà HXT 8M 4,5×21,5 Gần Trường Chinh Tân Bình Hơn 6,6 Tỷ",6590000000,"263,600",96,4,21,5,6,Quan Tan Binh,2745.83,,
House,Bán toà nhà căn hộ dịch vụ 5tầng ngang 8m thu 50tr/tháng quận Bình Tân,12000000000,"480,000",176,8,22,2,2,Quan Binh Tan,2727.27,,
Land,"CHỈ 6.6 TỶ, MẶT TIỀN ĐƯỜNG LƯU HỨU PHƯỚC.  P15Q8. VIEW SÔNG DT 97M2 ( 4.2X 23)",6600000000,"264,000",97,4.2,23,1,1,Quan 8,2721.65,,
House,GIÁP AEON TÂN PHÚ - MẶT TIỀN GIÁ HẺM = NHÀ MỚI 3 TẦNG - 4PN - 81M NỞ HẬU NHỈNH 5 TỶ,5500000000,"220,000",81,4.2,18,4,3,Quan Binh Tan,2716.05,,
House,"Bán gấp nhà đường Lê Thị Riêng,Thới An,Quận 12. 59m2 chỉ 4 tỷ .",4000000000,"160,000",59,4,15,3,3,Quan 12,2711.86,,
House,"Bán nhà đẹp 2 tầng đường Hoàng Hữu Nam, Quận 9, sổ riêng 65m2, giá 4,4 tỷ",4400000000,"176,000",65,4,16,2,2,Quan 9,2707.69,,
House,"VỀ BẮC CẦN BÁN NHÀ ĐẸP NGAY HOÀNG HỮU NAM, GẦN NGÃ 3 MỸ THÀNH - NHÀ 2 TẦNG MỚI ĐẸP 65M2 4X16 NỞ",4400000000,"176,000",65,4,16,2,2,Quan 9,2707.69,,
House,"Bán Nhà Đường Số 8 Phường Bình Hưng Hòa A Giá 4,6 Tỷ",4600000000,"184,000",68,4,17,2,2,Quan Binh Tan,2705.88,,
House,"Nhà Mặt tiền 3 tầng 12x26m Trung Mỹ Tây 3, Quận 12 Giá rẻ 20.99 tỷ",20999000000,"839,960",312,12,26,7,8,Quan 12,2692.18,,
House,"BÁN NHÀ DIỆN TÍCH ĐẤT 40M2, ĐƯỜNG 11, LINH XUÂN, TP THỦ ĐỨC.TRỆT LỬNG",2690000000,"107,600",40,4,10,2,1,Thanh pho Thu Đuc,2690,,
House,"Bán gấp nhà Nguyễn Sỹ Sách, P15, Tân Bình 68m2-Chỉ 4 tỷ nhĩnh",4550000000,"182,000",68,4,17,2,2,Quan Tan Binh,2676.47,,
House,"+ 👉 SIÊU PHẨM GIÁ NGỘP BÁN NHÀ BÌNH TÂN  3x18m 3 lầu Chỉ 3,6TỶ",3600000000,"144,000",54,3,18,4,3,Quan Binh Tan,2666.67,,
House,NHÀ KỀ BÊN HIỆP THÀNH CITY - NHÀ ĐẸP VÀO Ở NGAY - Ô TÔ TẢI RA VÀO THƯỜNG XUYÊN KHU SẦM UẤT 60m2,4000000000,"160,000",60,4,15,2,2,Quan 12,2666.67,,
House,"BIỆT THỰ 2 TẦNG NGAY KHU NHÀ Ở CBCS CỤC B54 TỔNG CỤC 5 BỘ CÔNG AN PHÚ THUẬN Q7 10*30M, 20 TỶ",20000000000,"800,000",300,10,30,4,4,Quan 7,2666.67,,
Land,"Bán gấp MT kinh doanh Thới An Q12, ngay UBND Q12, 71m2 nhỉnh 4 tỉ",4650000000,"186,000",70,3.5,18.5,3,2,Quan 12,2657.14,,
House,"NHÀ BÁN ĐƯỜNG SỐ 4 BÌNH HƯNG HÒA B,BÌNH TÂN,40M2,HXT 8M, CHỈ 2.65 TỶ",2650000000,"106,000",40,4,10,2,2,Quan Binh Tan,2650,,
House,"Nhà phố mặt biển 05 lô liền kề 4 tầng, trung tâm đô thị Phan Rang, mặt công viên, Khu K2 Ninh Thuận",6600000000,"264,000",100,5,20,4,4,Quan 7,2640,,
House,"Nhà đẹp hẻm Xe Hơi, Quận 7, KHÔNG QUY HOẠCH, 72m2, Giá chỉ 4,75 tỷ.",4750000000,"190,000",72,4.44,16.3,2,2,Quan 7,2638.89,,
House,"NHÀ HXH HỒ HỌC LÃM, 129M2, CÁCH AEON BÌNH TÂN 1P, Giá 8 TỶ 5",8500000000,"340,000",129,4,29,2,1,Quan Binh Tan,2635.66,,
House,"BÁN NHÀ MỚI TRỆT LƯMG 60M2 HẺM ÔTÔ THÔNG, LINH XUÂN, THỦ ĐỨC.",3950000000,"158,000",60,5,12,3,2,Thanh pho Thu Đuc,2633.33,,
House,Bán nhà Hoàng Hoa Thám - Hẻm 5m - 70m2 = (5.5x11.5)m - 320/Y,4600000000,"184,000",70,5.5,11.5,5,6,Quan Binh Thanh,2628.57,,
House,Ngang 10 dài 7 Hoàng Hoa Thám xách vali ở luôluôn giá sốc 4.6 tỷ Bình Thạnh,4600000000,"184,000",70,9.8,7,5,3,Quan Binh Thanh,2628.57,,
House,"Duy nhất 1 căn 70m2 Hoàng Hoa Thám, P7, Bình Thạnh chỉ 4.6 tỷ vào ở luôn",4600000000,"184,000",70,9.8,7,5,3,Quan Binh Thanh,2628.57,,
House,"Duy nhất 1 căn 70m2 Hoàng Hoa Thám, P7, Bình Thạnh chỉ 4.6 tỷ vào ở luôn",4600000000,"184,000",70,9.8,7,5,3,Quan Binh Thanh,2628.57,,
House,Nhà Hiệp Bình Phước – 2MT Kinh doanh - 4PN - 4WC– 160 m2 – 10.5 Tỷ,10500000000,"420,000",160,6,27,4,4,Thanh pho Thu Đuc,2625,,
House,Nhà Hiệp Bình Phước – 2MT Kinh doanh - 4PN - 4WC– 160 m2 – 10.5 Tỷ,10500000000,"420,000",160,6,27,4,4,Thanh pho Thu Đuc,2625,,
House,BANK CHO VAY 8.5 TỶ SÁT ĐẠI LỘ PHẠM VĂN ĐỒNG- NGAY GIGAMAIL- CHỈ 65 TRIỆU/M2- NGANG BỀ THẾ 15M-,9500000000,"380,000",145,15,11,3,2,Thanh pho Thu Đuc,2620.69,,
House,NHÀ 2 TẦNG MẶT TIỀN ĐƯỜNG NHỰA THỚI AN 22 - KINH DOANH ĐA NGÀNH NGHỀ - XE HƠI NGỦ TRONG NHÀ,4650000000,"186,000",71,4,18,4,2,Quan 12,2619.72,,
House,"Bán nhà mặt tiền hẻm 107 , giá chỉ nhỉnh 7 tỷ quận Bình Thạnh",7000000000,"280,000",107,5.1,16,2,2,Quan Binh Thanh,2616.82,,
House,"Cần bán gấp nhà 6x20m2 2T 4PN gần trường học, HXH cách 50m giá chỉ 5 tỷx",5100000000,"204,000",78,6,20,4,2,Quan Tan Phu,2615.38,,
House,"Bán nhà Quốc lộ 1A, Tân Chánh Hiệp Quận 12, 192M2* 2 Tầng, MTKD, Ngang khủng 9.5m, Gía chỉ 12.5 Tỷ",12500000000,"500,000",192,9.5,20,3,3,Quan 12,2604.17,,
House,"Bán căn nhà cấp 4, hẻm xe hơi đường số 9, Phường Linh Tây, Tp Thủ Đức, 5 Tỷ",5000000000,"200,000",77,8.3,9.3,2,1,Thanh pho Thu Đuc,2597.4,,
House,Bán Nhà 3 Tầng HXH Thông Thống Nhất Gò Vấp 80M2 mà 5 Tỷ Nhỏ,5190000000,"207,600",80,4,20,6,5,Quan Go Vap,2595,,
House,"Bán nhà riêng 128m2 4 tầng 4 pn 5 wc QL 1A  Huyện Bình Chánh chỉ 8,2 tỷ",8200000000,"328,000",128,8,18,4,4,Huyen Binh Chanh,2562.5,,
House,"Bán nhà riêng 128m2 4 tầng 4 pn 5 wc QL 1A  Huyện Bình Chánh chỉ 8,2 tỷ",8200000000,"328,000",128,8,18,4,4,Huyen Binh Chanh,2562.5,,
House,"Bán nhà riêng 128m2 4 tầng 4 pn 5 wc QL 1A  Huyện Bình Chánh chỉ 8,2 tỷ",8200000000,"328,000",128,8,18,4,4,Huyen Binh Chanh,2562.5,,
House,NHÀ HXH TẤN CỬA —  GẦN MẶT TIỀN — 3 TẦNG 100M2 HOÀN CÔNG CHUẨN CHỈNH — CHỈ 6.4 TỶ,6400000000,"256,000",100,4,25,3,3,Quan 1,2560,,
Land,"Chỉ 61tr/m2 Mặt tiền Kinh doanh đường NGUYỄN THỊ BÚP, phường TCH, Q12, dt 121,9m2 (4mx30m) Đường",7800000000,"312,000",122,4,30,1,1,Quan 12,2557.38,,
House,Nhà NGỘP MT gần chợ Cây Sộp Cấp Tứ tiện xây mới Song Hành 108m2 KD đa ngành chỉ 6.9 tỷ.,6900000000,"276,000",108,4,27,2,1,Quan 12,2555.56,,
House,"Bán nhà Nguyễn Ảnh Thủ, Quận 12, 55m2,chỉ 3 tỷ, vào ở ngay",3500000000,"140,000",55,4,13,2,1,Quan 12,2545.45,,
House,Nhà MT 2 Tầng HXH 51m2 Linh Đông Thủ Đức Giá nhỉnh 3 Tỷ TL,3500000000,"140,000",55,4,14,3,2,Thanh pho Thu Đuc,2545.45,,
House,"Bán gấp nhà đường Phan Văn Hớn phường Tân Thới Nhất quận 12 6,3 tỷ tới 99m2, hẻm ba gác rộng",6300000000,"252,000",99,7,13.5,2,1,Quan 12,2545.45,,
House,"BÁN NHÀ MẶT TIỀN BÌNH TÂN, 85M2, NỞ HẬU, NGANG 4.5M, 5TY4, RẺ NHẤT KHU VỰC",5400000000,"216,000",85,4,18,2,2,Quan Binh Tan,2541.18,,
House,"NHÀ HẺM NHỰA LÊ THỊ RIÊNG - THỚI AN - TƯƠNG LAI MẶT TIỀN ĐƯỜNG 20M. Chỉ 2,79tỷ.",2790000000,"111,600",44,4,11,2,1,Quan 12,2536.36,,
Land,"Đất thổ 1/ Đường LÊ VĂN KHƯƠNG - phường HIỆP THÀNH, Q12, DT 60m2 (4,6mx13m) - Hẻm Ôtô. GIÁ 3,8Tỷ.",3800000000,"152,000",60,4.6,13,2,2,Quan 12,2533.33,,
House,NHÀ BÌNH TÂN - NGAY BỐN XÃ - LÊ VĂN QUỚI - GIÁP TÂN PHÚ - ĐÚC 2 TẦNG - HẺM XE HƠI VIVU - NGAY SÁT,4300000000,"172,000",68,4,17,4,3,Quan Binh Tan,2529.41,,
House,[Đ]GIẢM SỐC NỬA TỶ - 2 TẦNG - 103M2 - NGANG CHUẨN ĐẸP 5M - CHỈ CÒN 6.5 TỶ,6500000000,"260,000",103,5,20,2,2,Thanh pho Thu Đuc,2524.27,,
Apartment,BÁN CĂN GÓC 2 MẶT TIỆN NGAY NGÃ 3 DIỆN TÍCH HIẾM,13800000000,"552,000",219,12,19,3,3,Quan 12,2520.55,,
House,NHÀ MẶT TIỀN - TÂN THỚI HIỆP - QUẬN 12,12600000000,"504,000",200,8,25,2,2,Quan 12,2520,,
House,"GIẢM GIÁ SÂU SIÊU PHẨM NHÀ MT QL1A, Q12 - 193M2 - 2 TẦNG-NHỈNH 12 TỶ TL -KD ĐỈNH CAO",12125000000,"485,000",193,9.5,20,3,3,Quan 12,2512.95,,
House,GIÁ ĐẦU TƯ - NHÀ CẦN BÁN GẤP TRONG THÁNG 11 TẠI TP THỦ ĐỨC,3000000000,"120,000",48,4,12,2,1,Thanh pho Thu Đuc,2500,,
House,"BÌNH TÂN, NHÀ 1 LẦU ĐÚC THẬT BTCT, HẺM 7m THÔNG, Ô TÔ ĐỖ CỬA, GẦN ĐƯỜNG BÌNH TRỊ ĐÔNG, LÊ VĂN",4750000000,"190,000",76,4,19,3,2,Quan Binh Tan,2500,,
House,Nhà phân lô view công viên sát chợ Tân Mỹ 256m chỉ 16 t,16000000000,"640,000",256,6,17,3,4,Quan 7,2500,,
Land,"ĐHT QUẬN 12 HẺM 4M - SÁT MT NGUYỄN VĂN QUÁ- 68M2( 4X17) 2 TẦNG 2Pn - 4,2 TỶ- CHỦ NHIỆT BÁN",4200000000,"168,000",68,4,17,2,2,Quan 12,2470.59,,
Apartment,Bán nhanh căn hộ Diamond Centery 86m2 giá cắt lỗ 5.3 Tỷ tặng ô xe Celadon City,5300000000,"212,000",86,11,10,2,2,Quan Tan Phu,2465.12,,
Land,MẶT TIỀN KINH DOANH QUẬN 8-3 TẦNG-106M2-NHỈNH 6 TỶ - KHÔNG QUY HOẠCH,6500000000,"260,000",106,4.3,26,4,4,Quan 8,2452.83,,
House,"BÁN NHÀ NGAY NGÃ TƯ THỦ ĐỨC 90M2 NỞ HẬU 5,3M HIỆP PHÚ QUẬN 9. CHỈ 5.XX TỶ",5500000000,"220,000",90,45,20,2,2,Thanh pho Thu Đuc,2444.44,,
House,"Biệt Thự Mini 123m2 Chỉ Nhỉnh 7 Tỷ, Khu VIP Linh Đông, Gần Đường Vành Đai 2, View Sông Trước Nhà",7500000000,"300,000",123,8,15,3,3,Thanh pho Thu Đuc,2439.02,,
House,+1 BÁN NHÀ GẦN MT QUANG TRUNG - 64m2- 3 PN - MỚI - HOÀN CÔNG,3900000000,"156,000",64,4.5,14.4,3,3,Quan 9,2437.5,,
House,"Bán nhà Thọ Hòa, Tân Phú 87m2, giá 5.3 tỷ",5300000000,"212,000",87,4.5,19,2,1,Quan Tan Phu,2436.78,,
House,"Nhà 2 tầng mặt tiền kinh doanh đường HIỆP THÀNH 44, phường HIỆP THÀNH, Q12, dt 90m2 (4mx23m) Đường",5450000000,"218,000",90,4,23,4,3,Quan 12,2422.22,,
House,"Nhà HXH 898 Nguyễn Duy Trinh, Phú Hữu, Tp.Thủ Đức 3 tỷ 53m2.",3200000000,"128,000",53,4,14,2,2,Thanh pho Thu Đuc,2415.09,,
House,"Nhà HXH 898 Nguyễn Duy Trinh, Phú Hữu, Tp.Thủ Đức 3 tỷ 53m2.",3200000000,"128,000",53,4,14,2,2,Thanh pho Thu Đuc,2415.09,,
